client_id,cohort_label,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
C2_21180,C2_First_Time_Buyer,Individual,,United States,West Coast,1999-01-21,,Yes,Social Media,3
C2_21128,C2_First_Time_Buyer,Individual,Female,United States,,1996-01-28,Personal Use,Yes,Social Media,4
C3_30677,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1988-02-20,Personal Use,Yes,Corporate Partnership,2
C4_40867,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Fontvieille,1988-12-12,Investment,,Direct,4
C4_40761,C4_Luxury_Investor,Individual,Female,UAE,Sharjah,1963-02-27,Investment,No,Agent,5
C4_40844,C4_Luxury_Investor,Individual,Female,United Kingdom,South East,1969-06-16,Investment,No,Corporate Partnership,5
C2_20331,C2_First_Time_Buyer,Individual,Other,United Kingdom,Midlands,1988-01-25,Personal Use,Yes,Digital,2
C2_21017,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1988-12-12,Personal Use,Yes,Friend Referral,2
C2_21482,C2_First_Time_Buyer,Corporate,Other,United States,Southeast,2001-01-09,Personal Use,Yes,,3
C2_20358,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1990-06-05,Personal Use,No,,4
C2_20329,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1992-02-18,Personal Use,Yes,Social Media,3
C2_21150,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1992-08-12,Personal Use,,Digital,4
C2_21122,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1988-12-20,Personal Use,Yes,Social Media,5
C4_40481,C4_Luxury_Investor,Individual,Male,UAE,Dubai,1967-04-23,Investment,No,Direct,5
C2_20252,C2_First_Time_Buyer,Individual,Male,Canada,Alberta,1992-05-16,Personal Use,Yes,,4
C3_30778,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1971-05-01,Investment,Yes,Agent,5
C3_30874,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1966-06-19,Investment,No,Corporate Partnership,2
C3_30314,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1992-05-09,,No,Direct,4
C2_20848,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1996-01-29,Personal Use,Yes,Digital,5
C3_30537,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1982-07-19,,Yes,Agent,4
C1_10388,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,London,1976-06-12,Investment,Yes,Direct,5
C1_10235,C1_Global_Investor,Corporate,Not Applicable,Japan,Osaka,1976-03-05,Investment,,Digital,5
C2_20077,C2_First_Time_Buyer,Individual,Other,Australia,Victoria,1990-08-16,Personal Use,Yes,Agent,3
C2_20984,C2_First_Time_Buyer,Individual,Female,Canada,Alberta,1990-05-29,Personal Use,Yes,Digital,4
C4_40863,C4_Luxury_Investor,Individual,Male,Switzerland,Geneva,1954-05-17,,No,Corporate Partnership,5
C4_40462,C4_Luxury_Investor,Individual,Male,France,Normandy,1980-07-08,Investment,No,Agent,5
C1_10770,C1_Global_Investor,Individual,Other,Canada,Ontario,1977-11-06,Investment,No,Corporate Partnership,5
C2_21165,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1998-04-12,Personal Use,Yes,Digital,5
C1_10673,C1_Global_Investor,Individual,Male,United Kingdom,Scotland,1968-11-11,Investment,No,Agent,4
C1_10249,C1_Global_Investor,Corporate,Not Applicable,UAE,Abu Dhabi,1962-12-29,Investment,Yes,Direct,4
C2_20574,C2_First_Time_Buyer,Individual,,United States,Northeast,1989-10-04,Personal Use,Yes,Digital,3
C3_30919,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,London,1969-06-07,Investment,No,Agent,4
C2_21081,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1996-08-29,Personal Use,Yes,Digital,3
C2_20823,C2_First_Time_Buyer,Individual,Female,Canada,Alberta,1988-08-13,Personal Use,Yes,Digital,4
C1_10716,C1_Global_Investor,Corporate,Not Applicable,Singapore,Central Region,1993-02-15,Investment,No,Direct,4
NX_50268,Noise,Corporate,Not Applicable,Monaco,Fontvieille,1987-12-08,Personal Use,No,Social Media,3
C2_21048,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1990-07-10,Personal Use,Yes,Social Media,4
C4_40678,C4_Luxury_Investor,Individual,Female,UAE,Sharjah,1977-02-08,Investment,No,Corporate Partnership,5
C3_30224,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,Central Region,1968-05-29,Investment,Yes,Digital,4
NX_50121,Noise,Individual,Female,Japan,Kyoto,1980-04-28,Personal Use,,Social Media,3
C2_20460,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1996-07-30,Personal Use,Yes,Digital,5
C2_20668,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1994-04-16,Personal Use,,Social Media,2
C3_30256,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1970-01-20,Investment,No,Agent,4
C2_21000,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1988-02-12,Personal Use,Yes,Digital,2
C1_10404,C1_Global_Investor,Individual,Other,United Kingdom,North West,1975-03-01,Personal Use,No,Agent,5
C1_10384,C1_Global_Investor,Corporate,Not Applicable,UAE,Abu Dhabi,1975-06-29,Investment,Yes,Agent,4
NX_50135,Noise,Individual,Male,Hong Kong,,1998-03-12,Personal Use,Yes,Agent,5
C2_21152,C2_First_Time_Buyer,Individual,Male,Australia,Queensland,1990-11-18,Personal Use,No,Agent,1
C2_20633,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1994-06-09,Personal Use,Yes,Social Media,3
NX_50186,Noise,Individual,Female,Australia,New South Wales,1957-06-08,Personal Use,No,Digital,2
C4_40425,C4_Luxury_Investor,Individual,Female,United Kingdom,,1959-09-24,Investment,No,Friend Referral,4
C4_40658,C4_Luxury_Investor,Individual,Male,Monaco,Monte Carlo,1964-12-23,Investment,No,Direct,5
C1_10223,C1_Global_Investor,Individual,Other,Australia,Western Australia,1986-04-23,Investment,No,Agent,5
C2_21193,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1993-12-12,Personal Use,Yes,Friend Referral,5
C3_30636,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1975-03-02,,No,Agent,5
C2_20824,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,1988-07-23,Personal Use,Yes,Agent,3
NX_50200,Noise,Individual,Male,Australia,Western Australia,1988-08-18,Investment,No,Social Media,3
C1_10797,C1_Global_Investor,Corporate,Not Applicable,Germany,Berlin,1965-05-02,Investment,No,Corporate Partnership,5
C3_30371,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1973-01-29,Investment,Yes,Agent,3
C1_10009,C1_Global_Investor,Corporate,Not Applicable,UAE,Sharjah,1989-09-30,Investment,,Agent,5
C2_20944,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1991-10-25,Personal Use,Yes,Digital,3
C2_20838,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1998-05-24,,Yes,Friend Referral,5
C1_10255,C1_Global_Investor,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1970-04-16,,No,Digital,5
NX_50108,Noise,Individual,Other,Canada,Quebec,1961-11-15,Personal Use,Yes,Agent,3
C2_20581,C2_First_Time_Buyer,Individual,Male,United Kingdom,South East,1994-10-14,Personal Use,Yes,Friend Referral,3
C3_30456,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1982-05-26,Personal Use,,Corporate Partnership,4
C1_10924,C1_Global_Investor,Individual,Female,Singapore,North Region,1975-08-24,Investment,No,Agent,3
NX_50029,Noise,Individual,Male,Germany,Bavaria,1998-11-02,Investment,No,Corporate Partnership,5
C3_30008,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1976-03-25,Investment,No,Corporate Partnership,4
C4_40275,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Dubai,1973-10-24,Investment,No,Agent,5
C4_40636,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,La Condamine,1988-08-16,Investment,No,Direct,4
C3_30279,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1967-05-25,Investment,No,Corporate Partnership,3
C1_10539,C1_Global_Investor,Individual,Female,United Kingdom,Midlands,1976-03-15,Investment,No,Agent,4
C3_30245,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Northeast,1987-08-27,Personal Use,No,Corporate Partnership,4
NX_50098,Noise,Corporate,,United States,Southeast,1954-06-03,Personal Use,No,Corporate Partnership,2
NX_50171,Noise,Individual,Other,United States,Midwest,1982-09-13,,No,Corporate Partnership,5
C2_20145,C2_First_Time_Buyer,Individual,Male,Australia,Queensland,1997-08-20,Personal Use,Yes,Friend Referral,3
C1_10667,C1_Global_Investor,Individual,Other,Japan,Osaka,1972-10-31,Investment,No,Corporate Partnership,5
C3_30519,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1978-02-27,Personal Use,Yes,Agent,5
C1_10357,C1_Global_Investor,Corporate,Not Applicable,Canada,British Columbia,1960-03-11,Investment,No,Agent,4
C3_30331,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1965-08-30,Investment,Yes,Agent,5
C3_30283,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1974-12-14,Personal Use,No,Corporate Partnership,3
C2_20353,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1994-07-26,Personal Use,Yes,Agent,4
C1_10470,C1_Global_Investor,Individual,Female,Germany,North Rhine-Westphalia,1976-08-15,Investment,No,Corporate Partnership,5
C3_30203,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1988-08-01,,,Agent,5
C3_30830,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1978-04-06,,No,Agent,3
C4_40137,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,,1980-12-06,Investment,No,Direct,5
C2_20396,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1997-11-23,Personal Use,Yes,Digital,3
C4_40084,C4_Luxury_Investor,Individual,Other,France,French Riviera,1986-07-07,Investment,No,Direct,5
NX_50086,Noise,Individual,Male,UAE,Abu Dhabi,1952-12-29,Personal Use,Yes,Direct,1
C3_30876,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1971-04-12,Investment,Yes,,4
C2_20256,C2_First_Time_Buyer,Individual,,United Kingdom,Scotland,2001-08-20,,Yes,Digital,5
C4_40012,C4_Luxury_Investor,Individual,Other,Monaco,La Condamine,1958-06-10,,Yes,Direct,4
C2_20250,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1997-02-19,,Yes,Digital,4
NX_50407,Noise,Individual,Other,Hong Kong,Hong Kong Island,1988-03-30,Personal Use,Yes,Social Media,2
C4_40798,C4_Luxury_Investor,Individual,Male,UAE,Abu Dhabi,1971-06-14,,No,Agent,4
C3_30784,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,London,1983-08-07,Investment,No,Agent,5
C3_30433,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1989-01-07,Investment,No,Corporate Partnership,4
C4_40675,C4_Luxury_Investor,Individual,Female,Monaco,Les Moneghetti,1987-10-17,Investment,No,Agent,4
C2_20852,C2_First_Time_Buyer,Individual,Male,Australia,Western Australia,2000-05-04,Personal Use,Yes,Friend Referral,3
NX_50469,Noise,Individual,Male,Switzerland,Basel,1991-10-07,Investment,Yes,Friend Referral,5
C2_21105,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1993-08-11,Personal Use,Yes,Direct,3
C1_10133,C1_Global_Investor,Individual,Female,UAE,Dubai,1992-03-02,Investment,No,Agent,5
C1_10928,C1_Global_Investor,Corporate,,Singapore,Central Region,1993-12-19,Personal Use,No,Agent,4
C1_10823,C1_Global_Investor,Individual,Other,Germany,Hamburg,1981-03-22,Investment,No,Direct,4
NX_50143,Noise,Individual,Female,Hong Kong,New Territories,1966-12-16,,Yes,Corporate Partnership,3
C2_20531,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1990-08-09,Personal Use,No,Direct,3
C2_20214,C2_First_Time_Buyer,Individual,Other,Australia,Queensland,1997-04-09,Personal Use,Yes,Agent,2
C1_10504,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,New Territories,1964-01-18,Investment,No,Direct,4
C4_40785,C4_Luxury_Investor,Individual,Female,United Kingdom,Midlands,1986-10-11,Investment,No,Agent,5
C2_20996,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1994-05-14,Personal Use,Yes,Direct,1
C3_30572,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1969-04-01,Personal Use,,Digital,4
C2_20958,C2_First_Time_Buyer,Individual,Female,Canada,Alberta,1996-05-06,Personal Use,Yes,Digital,2
C2_20384,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1998-06-23,Personal Use,Yes,Direct,5
C1_10894,C1_Global_Investor,Corporate,Not Applicable,Canada,Quebec,1975-02-21,Investment,No,Agent,5
C1_10455,C1_Global_Investor,Individual,Male,Australia,Queensland,1987-05-10,Investment,No,Corporate Partnership,5
NX_50479,Noise,Corporate,Not Applicable,Switzerland,Geneva,1955-11-13,Personal Use,Yes,Agent,5
C4_40209,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Monte Carlo,1955-07-25,Investment,No,Direct,4
NX_50218,Noise,Individual,Male,Switzerland,Zurich,2002-02-07,Personal Use,Yes,Social Media,5
C4_40768,C4_Luxury_Investor,Corporate,,UAE,Sharjah,1959-01-23,Investment,No,Agent,5
C4_40022,C4_Luxury_Investor,Individual,Male,Monaco,Fontvieille,1955-05-29,Investment,No,Direct,4
C4_40634,C4_Luxury_Investor,Individual,Male,United Kingdom,South East,1980-03-18,Investment,No,Direct,5
C4_40102,C4_Luxury_Investor,Individual,Other,Monaco,Fontvieille,1981-11-21,Investment,No,Direct,4
C1_10713,C1_Global_Investor,Individual,Male,Germany,North Rhine-Westphalia,1961-11-01,Investment,,Direct,5
C4_40686,C4_Luxury_Investor,Individual,Female,Monaco,La Condamine,1985-12-18,Investment,No,Corporate Partnership,5
C2_21214,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,2001-05-04,Personal Use,Yes,Friend Referral,2
C3_30423,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1989-05-08,Personal Use,Yes,Digital,3
C2_20810,C2_First_Time_Buyer,Individual,Female,Canada,Quebec,1998-01-24,Personal Use,Yes,Social Media,3
C3_30986,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1971-01-01,Investment,No,Agent,4
C3_30641,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Bavaria,1986-06-25,Investment,Yes,Agent,3
C2_20827,C2_First_Time_Buyer,Individual,Male,United Kingdom,South East,2002-01-06,Personal Use,Yes,Social Media,4
C2_20155,C2_First_Time_Buyer,Individual,Other,United Kingdom,Midlands,1998-12-26,Personal Use,Yes,Digital,2
C2_20324,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1992-02-01,Personal Use,Yes,Digital,4
C4_40812,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Monte Carlo,1982-05-25,Investment,No,Corporate Partnership,5
C1_10510,C1_Global_Investor,Corporate,Not Applicable,Germany,Bavaria,1982-07-04,Investment,No,Agent,4
C2_20680,C2_First_Time_Buyer,Individual,Other,United Kingdom,Scotland,1995-09-26,Personal Use,Yes,Digital,4
C1_10499,C1_Global_Investor,Corporate,Not Applicable,Germany,Hamburg,1965-07-20,Investment,No,Direct,5
NX_50136,Noise,Individual,Male,Japan,Nagoya,1960-09-26,Investment,No,Direct,1
C2_20856,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1991-04-19,Personal Use,Yes,Social Media,3
C2_20388,C2_First_Time_Buyer,Individual,Female,Australia,New South Wales,1990-05-16,Personal Use,Yes,Social Media,3
C4_40219,C4_Luxury_Investor,Individual,Other,UAE,Ras Al Khaimah,1985-10-17,Investment,No,Direct,5
C2_21386,C2_First_Time_Buyer,Individual,Other,Canada,British Columbia,1990-01-25,Personal Use,Yes,Friend Referral,4
C3_30736,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,London,1973-06-24,Investment,No,Agent,4
C2_20540,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1995-12-01,Personal Use,No,,4
C2_20217,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1998-02-20,Personal Use,Yes,Friend Referral,4
C3_30181,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Bavaria,1983-08-30,Investment,Yes,Corporate Partnership,4
C3_30493,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1982-01-16,Investment,Yes,Agent,4
C2_20191,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1989-06-21,Personal Use,Yes,Digital,3
C2_20542,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1988-06-28,Personal Use,Yes,Agent,2
C3_30801,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1990-04-07,Investment,Yes,Direct,3
C3_30824,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1981-01-26,Investment,No,Digital,5
C3_30039,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1966-02-13,Personal Use,No,Corporate Partnership,4
C1_10953,C1_Global_Investor,Corporate,Not Applicable,Singapore,North Region,1986-05-08,Investment,No,Direct,4
C4_40830,C4_Luxury_Investor,Individual,Female,Monaco,Les Moneghetti,1969-09-01,Investment,No,Direct,5
C1_10732,C1_Global_Investor,Corporate,Not Applicable,Japan,Tokyo,1964-10-14,Investment,No,Direct,5
C2_20156,C2_First_Time_Buyer,Individual,Other,Canada,Alberta,1998-09-23,Personal Use,Yes,Digital,3
C3_30794,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,,1978-09-08,Personal Use,No,Direct,4
C3_30482,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1986-11-01,Investment,No,Direct,3
C2_21156,C2_First_Time_Buyer,Individual,Other,United Kingdom,North West,1994-01-12,Personal Use,Yes,Digital,5
C2_20062,C2_First_Time_Buyer,Individual,Female,United States,Northeast,2000-11-03,Personal Use,No,Digital,3
C3_30116,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1991-01-21,Investment,Yes,Corporate Partnership,5
C2_20167,C2_First_Time_Buyer,Individual,Female,Canada,Quebec,1991-07-11,Personal Use,Yes,Friend Referral,4
C3_30722,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1973-06-29,Personal Use,No,Corporate Partnership,3
C4_40136,C4_Luxury_Investor,Individual,Other,UAE,Dubai,1964-11-15,Investment,No,Direct,4
C3_30438,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1989-05-10,Investment,,Digital,5
NX_50091,Noise,Individual,Other,United Kingdom,Midlands,1974-11-09,Personal Use,Yes,Agent,2
C3_30640,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1987-10-23,Investment,No,Corporate Partnership,4
C1_10143,C1_Global_Investor,Individual,Female,Australia,Victoria,1962-02-15,Investment,No,Agent,5
C4_40077,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1980-03-29,Investment,No,Friend Referral,5
C3_30282,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1991-05-27,Investment,No,Direct,3
C1_10717,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,Scotland,1988-03-05,Investment,No,,5
C2_20819,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1994-03-28,,Yes,,1
C3_30002,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1974-07-04,Investment,Yes,Direct,3
C4_40860,C4_Luxury_Investor,Individual,Female,Monaco,La Condamine,1985-12-05,Investment,No,Agent,5
C4_40671,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,London,1982-01-10,Investment,Yes,Direct,5
C1_10395,C1_Global_Investor,Corporate,Not Applicable,Germany,Berlin,1959-06-29,Investment,Yes,Direct,4
NX_50436,Noise,Individual,Other,Hong Kong,New Territories,1956-11-19,Investment,Yes,Digital,4
NX_50092,Noise,Corporate,Not Applicable,United Kingdom,London,1982-03-19,Personal Use,No,Agent,2
C2_20365,C2_First_Time_Buyer,Individual,,United States,Southwest,1992-05-07,Personal Use,No,Digital,2
NX_50158,Noise,Corporate,Not Applicable,United States,,1997-10-21,Investment,No,Corporate Partnership,2
C1_10595,C1_Global_Investor,Individual,Male,Japan,Kyoto,1963-07-28,Investment,No,Direct,5
C4_40452,C4_Luxury_Investor,Individual,Male,Monaco,Les Moneghetti,1980-03-01,Investment,No,Corporate Partnership,4
C3_30414,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1964-11-18,Investment,No,Agent,3
C2_21326,C2_First_Time_Buyer,Individual,,United Kingdom,,1993-05-05,Investment,Yes,Digital,5
C4_40266,C4_Luxury_Investor,Corporate,Not Applicable,United States,Midwest,1987-02-24,Investment,,Direct,4
C3_30940,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1985-11-09,Personal Use,No,,4
C4_40351,C4_Luxury_Investor,Individual,Male,UAE,Abu Dhabi,1959-12-26,Investment,No,Agent,5
C4_40632,C4_Luxury_Investor,Individual,Female,Switzerland,Basel,1963-08-12,Investment,No,Corporate Partnership,5
